IPIP 300 Item NEO-PI-R Open Source Questionnaire,,,,,,,,,,,,,,,
,Enter an “x” in Precisely One Column for Each Item,,,,,,,,,,,,,,
"With Respect to the Person Being Analyzed,",Very,,,,Very,|,,,,,,,,,
,Excitement-Seeking,,34,58,Average,,,,,,,,,,
,Friendliness,,41,72,High,,,,,,,,,,
,Gregariousness,,44,78,High,,,,,,,,,,
,,,,,,,,,,,,,,,
Openness ,,,148,39,Low,,,,,,,,,,
,Adventurousness,,30,50,Average,,,,,,,,,,
,Aesthetic Appreciation,,23,36,Low,,,,,,,,,,
,Emotionality,,28,46,Average,,,,,,,,,,
,Imagination,,30,50,Average,,,,,,,,,,
,Intellect,,22,34,Low,,,,,,,,,,
,Liberalism,,15,20,Very Low,,,,,,,,,,
,,,,,,,,,,,,,,,
Agreeableness,,,102,24,Low,,,,,,,,,,
,Altruism,,22,34,Low,,,,,,,,,,
,Cooperation,,11,12,Very Low,,,,,,,,,,
,Modesty/Humility,,11,12,Very Low,,,,,,,,,,
,Morality,,14,18,Very Low,,,,,,,,,,
,Sympathy,,16,22,Low,,,,,,,,,,
,Trust,,28,46,Average,,,,,,,,,,
,,,,,,,,,,,,,,,
Conscientiousness ,,,197,55,Average,,,,,,,,,,
,Achievement-Striving,,43,76,High,,,,,,,,,,
,Cautiousness,,23,36,Low,,,,,,,,,,
,Dutifulness,,21,32,Low,,,,,,,,,,
,Orderliness,,29,48,Average,,,,,,,,,,
,Self-Discipline,,41,72,High,,,,,,,,,,
,Self-Efficacy,,40,70,High,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
The sheet uses these values to validate the input:,x,X,y,Y,,,,,,,,,,,
